"f7","f7 2","b","flex","flex 2","b 2","mv1","b 3","mv1 2","w_iUH7","b 4","tl-m","ml1","w_kV33"
"Apr 20, 2025","shannon","Item details","Color: Dark Gray","Assembled product height: 54 in","Sold and shipped by","Factory Direct Wholesales, LLC","","","1 out of 5 stars review","Verified Purchase","This is made for tiny kittens not adult cats . Very disappointed.","(0)",""
"May 7, 2025","Ryan","Item details","Color: Dark Gray","Assembled product height: 54 in","Sold by","Factory Direct Wholesales, LLC","Delivered by","Walmart","5 out of 5 stars review","Verified Purchase","My 12 year old son had a blast putting this together for his kittens. Looks amazing.","(0)","Great product"
"Apr 7, 2025","Terricka","Item details","Size: 54""","Color: Dark Gray","Sold and shipped by","Factory Direct Wholesales, LLC","","","5 out of 5 stars review","Verified Purchase","Easy to put together! Nice size. Glad I caught the sale!","(0)",""
"Mar 23, 2025","robin","Item details","Size: 54""","Color: Dark Gray","Sold and shipped by","Factory Direct Wholesales, LLC","","","5 out of 5 stars review","Verified Purchase","early delivery, easy to put together  and it looks great.  real nice quality. would buy again.","(0)",""
"May 27, 2025","Kass","Item details","Color: Dark Gray","Assembled product height: 54 in","Sold and shipped by","Factory Direct Wholesales, LLC","","","5 out of 5 stars review","Verified Purchase","I've always loved designs like this. Very stable, and the cats love it!","(0)",""
"Mar 27, 2025","Deborah","Item details","Size: 54""","Color: Pink","Sold and shipped by","Factory Direct Wholesales, LLC","","","5 out of 5 stars review","Verified Purchase","The cat loves it, I got her the pink one, its so cute. It was very easy to put together.","(0)",""
"May 20, 2025","misti","Item details","Color: Dark Gray","Assembled product height: 54 in","Sold by","Factory Direct Wholesales, LLC","Delivered by","Walmart","5 out of 5 stars review","Verified Purchase","the price was great and my cats love it","(0)",""
"Apr 4, 2025","Kathryn","Item details","Size: 54""","Color: Dark Gray","Sold and shipped by","Factory Direct Wholesales, LLC","","","5 out of 5 stars review","Verified Purchase","My cat is in love. Assembly of it was a little tricky but I got it in the end.","(0)",""
"May 23, 2025","Jessica","Item details","Color: Dark Gray","Assembled product height: 70 in","Sold and shipped by","Factory Direct Wholesales, LLC","","","5 out of 5 stars review","Verified Purchase","Very sturdy and quite pleased with the quality.  My cats love it!","(0)",""
"May 12, 2025","Robert","Item details","Color: Dark Gray","Assembled product height: 54 in","Sold by","Factory Direct Wholesales, LLC","Delivered by","Walmart","5 out of 5 stars review","Verified Purchase","Great price. Easy to assemble.","(0)","Great price"
"Mar 28, 2025","Darlene","Item details","Size: 54""","Color: Dark Gray","Sold and shipped by","Factory Direct Wholesales, LLC","","","5 out of 5 stars review","Verified Purchase","Easy to assemble, very study, great quality, great price","(0)",""
"May 15, 2025","Walmart customer","Item details","Color: Beige","Assembled product height: 54 in","Sold by","Factory Direct Wholesales, LLC","Delivered by","Walmart","5 out of 5 stars review","Verified Purchase","Easy to put together, surprisingly sturdy and my grown cats are having a ball with it.","(0)","Cats love it"
"Apr 4, 2025","Erica","Item details","Size: 54""","Color: Dark Gray","Sold and shipped by","Factory Direct Wholesales, LLC","","","5 out of 5 stars review","Verified Purchase","Was kind of a pain to put together otherwise a great price for this %26 my girl likes it so far","(0)",""
"Mar 28, 2025","Ronald","Item details","Size: 54""","Color: Dark Gray","Sold and shipped by","Factory Direct Wholesales, LLC","","","5 out of 5 stars review","Verified Purchase","good price. cat love's it","(0)",""
"Mar 20, 2025","betty","Item details","Size: 54""","Color: Dark Gray","Sold and shipped by","Factory Direct Wholesales, LLC","","","3 out of 5 stars review","Verified Purchase","Its nice, but small and several of the carpet holes no where matched up with the wood holes","(0)",""
"May 5, 2025","Alessandra","Item details","Color: Dark Gray","Assembled product height: 70 in","Sold and shipped by","Factory Direct Wholesales, LLC","","","5 out of 5 stars review","Verified Purchase","It's huge and perfect I love the quality and how good it holds","(0)",""
"May 13, 2025","Janet","Item details","Color: Dark Gray","Assembled product height: 54 in","Sold and shipped by","Factory Direct Wholesales, LLC","","","5 out of 5 stars review","Verified Purchase","Very well made for the price. Our cats love it!","(0)",""
"Jun 25, 2025","Merriah","Item details","Color: Dark Gray","Assembled product height: 54 in","Sold and shipped by","Factory Direct Wholesales, LLC","","","5 out of 5 stars review","Verified Purchase","My cats absolutely love this cat tree, there is enough space for them both to play and rest.","(0)","Wonderful cat tree."
"May 3, 2025","Jim","Item details","Color: Dark Gray","Assembled product height: 54 in","Sold by","Factory Direct Wholesales, LLC","Delivered by","Walmart","5 out of 5 stars review","Verified Purchase","great price, sturdy construction, good assembly instructions.  would recomend.","(0)","very satisfied"
"May 17, 2025","Michaela","Item details","Color: Dark Gray","Assembled product height: 54 in","Sold by","Factory Direct Wholesales, LLC","Delivered by","Walmart","5 out of 5 stars review","Verified Purchase","My cats love it and it's so easy to put together","(0)",""
"Mar 29, 2025","Maria","Item details","Size: 54""","Color: Dark Gray","Sold and shipped by","Factory Direct Wholesales, LLC","","","5 out of 5 stars review","Verified Purchase","Very sturdy and my cat loves it!","(0)",""
"Mar 13, 2025","NYNClady","Item details","Size: 54""","Color: Dark Gray","Sold and shipped by","Factory Direct Wholesales, LLC","","","4 out of 5 stars review","Verified Purchase","The screw holes don't line up with holes in the carpet very well. Cats are enjoying it","(0)",""
"Mar 22, 2025","KimberlyL","Item details","Size: 54""","Color: Dark Gray","Sold and shipped by","Factory Direct Wholesales, LLC","","","5 out of 5 stars review","Verified Purchase","Very sturdy excellent price","(0)",""
"Jun 7, 2025","anonymous","Item details","Color: Dark Gray","Assembled product height: 54 in","Sold and shipped by","Factory Direct Wholesales, LLC","","","4 out of 5 stars review","Verified Purchase","It was easy to put together, and my cat loves it.","(0)","Easy"
"Mar 26, 2025","anonymous","Item details","Size: 54""","Color: Dark Gray","Sold and shipped by","Factory Direct Wholesales, LLC","","","1 out of 5 stars review","Verified Purchase","Cheap materials, small and missing one of the posts.","(0)","Don't waste your money."
"Apr 12, 2025","dawn","Item details","Size: 54""","Color: Dark Gray","Sold by","Factory Direct Wholesales, LLC","Delivered by","Walmart","5 out of 5 stars review","Verified Purchase","Good buy for the price. Better than anticipated.","(0)",""
"May 1, 2025","Sillymom","Item details","Color: Dark Gray","Assembled product height: 54 in","Sold and shipped by","Factory Direct Wholesales, LLC","","","5 out of 5 stars review","Verified Purchase","great price! cats love it","(0)",""
"Apr 7, 2025","Stephanie","Item details","Size: 54""","Color: Dark Gray","Sold and shipped by","Factory Direct Wholesales, LLC","","","2 out of 5 stars review","Verified Purchase","not all the screws fit properly so it is wiggly.","(0)",""
"May 24, 2025","sandra","Item details","Color: Dark Gray","Assembled product height: 54 in","Sold by","Factory Direct Wholesales, LLC","Delivered by","Walmart","3 out of 5 stars review","Verified Purchase","It was a nightmare to assemble, but the cats love it","(0)",""
"Mar 21, 2025","patricia","Item details","Size: 54""","Color: Dark Gray","Sold and shipped by","Factory Direct Wholesales, LLC","","","1 out of 5 stars review","Verified Purchase","Very flimsy....one perch broke off first day because it wasn't sufficiently supported.","(0)","Do not buy unless your cats are Itty bitty."
"Apr 30, 2025","Taylor","Item details","Color: Dark Gray","Assembled product height: 70 in","Sold and shipped by","Factory Direct Wholesales, LLC","","","5 out of 5 stars review","Verified Purchase","Easy to assemble, my cat loves it","(0)",""
"Mar 22, 2025","Monique","Item details","Size: 54""","Color: Dark Gray","Sold and shipped by","Factory Direct Wholesales, LLC","","","5 out of 5 stars review","Verified Purchase","Very easy to put together and sturdy. The only thing is it didn't come with enough screws.","(0)",""
"Apr 23, 2025","anonymous","Item details","Color: Dark Gray","Assembled product height: 54 in","Sold and shipped by","Factory Direct Wholesales, LLC","","","5 out of 5 stars review","Verified Purchase","Pretty easy to assemble. The color is so pretty and my cat loves it.","(0)","My cat loves it!"
"Mar 23, 2025","Jessica","Item details","Size: 54""","Color: Dark Gray","Sold and shipped by","Factory Direct Wholesales, LLC","","","5 out of 5 stars review","Verified Purchase","its a great cat tree and the price was awesome","(0)",""
"Mar 26, 2025","Deborah","Item details","Size: 54""","Color: Dark Gray","Sold by","Factory Direct Wholesales, LLC","Delivered by","Walmart","5 out of 5 stars review","Verified Purchase","Excellent.  Great sale price.  Thank you","(0)",""
"May 15, 2025","T","Item details","Color: Dark Gray","Assembled product height: 54 in","Sold by","Factory Direct Wholesales, LLC","Delivered by","Walmart","3 out of 5 stars review","Verified Purchase","It was missing a screw and was smaller than described.","(0)","small and missing"
"May 19, 2025","charles","Item details","Color: Dark Gray","Assembled product height: 54 in","Sold by","Factory Direct Wholesales, LLC","Delivered by","Walmart","5 out of 5 stars review","Verified Purchase","Easy to put together and sturdy  too.","(0)",""
"May 24, 2025","Alex","Item details","Color: Dark Gray","Assembled product height: 54 in","Sold and shipped by","Factory Direct Wholesales, LLC","","","5 out of 5 stars review","Verified Purchase","Awesome for the price my cats love it!","(0)",""
"Jun 19, 2025","Alissa","Item details","Assembled product height: 54 in","Color: Dark Gray","Sold by","Factory Direct Wholesales, LLC","Delivered by","Walmart","5 out of 5 stars review","Verified Purchase","Super sturdy well made, easy building directs and my cat loves it!","(0)",""
"Mar 4, 2025","Cliff","Item details","Size: 54""","Color: Dark Gray","Sold and shipped by","Factory Direct Wholesales, LLC","","","5 out of 5 stars review","Verified Purchase","Easy to assemble, nice sturdy, BEST VALUE!","(0)",""
"Mar 6, 2025","SUE","Item details","Size: 54""","Color: Dark Gray","Sold and shipped by","Factory Direct Wholesales, LLC","","","5 out of 5 stars review","Verified Purchase","The price was great %26 it was purrfect for our new 4 month old kitten.","(0)","Purrfect cat tree for a kitten"
"Apr 2, 2025","Araceli","Item details","Size: 54""","Color: Dark Gray","Sold by","Factory Direct Wholesales, LLC","Delivered by","Walmart","5 out of 5 stars review","Verified Purchase","I loved it 😍, very good price, super easy to assemble and good size","(0)",""
"Mar 9, 2025","stephanie","Item details","Size: 54""","Color: Dark Gray","Sold and shipped by","Factory Direct Wholesales, LLC","","","5 out of 5 stars review","Verified Purchase","very happy with this item for the price. Fairly easy to assemble.  Cat is very happy.","(0)",""
"Apr 12, 2025","Susan","Item details","Size: 54""","Color: Dark Gray","Sold and shipped by","Factory Direct Wholesales, LLC","","","3 out of 5 stars review","Verified Purchase","even thought its advertised as 53 in its very small, for smaller cats.","(0)",""
"Mar 30, 2025","Lisa","Item details","Size: 54""","Color: Dark Gray","Sold by","Factory Direct Wholesales, LLC","Delivered by","Walmart","5 out of 5 stars review","Verified Purchase","love this, well made. took awhile to assemble. Wish the cat would go near it.","(0)","The Cats Meow."
"May 1, 2025","rue","Item details","Color: Dark Gray","Assembled product height: 54 in","Sold and shipped by","Factory Direct Wholesales, LLC","","","5 out of 5 stars review","Verified Purchase","super easy to assemble! i love it so does my cat","(0)",""
"Apr 4, 2025","Leah","Item details","Size: 70""","Color: Dark Gray","Sold and shipped by","Factory Direct Wholesales, LLC","","","5 out of 5 stars review","Verified Purchase","I cannot express how amazing this cat tree is for the price! Highly recommend!","(0)","Must have if your a cat parent."
"May 8, 2025","Jasmine","Item details","Color: Dark Gray","Assembled product height: 54 in","Sold by","Factory Direct Wholesales, LLC","Delivered by","Walmart","5 out of 5 stars review","Verified Purchase","My cat loved it","(0)","Just as described"
